Group	Sub-group	Name	Sex	Cell type	Tissue	Cell line	Disease	Donor	Experiment	File type	Format	Analyis production	Size	MD5	URL
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Contigs	BED	CRG	764M	6a95d3960e14d42761dfe7290489a4f4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.contigs.gem_grape_crg.20130819.bed
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Exons)	GFF	CRG	94M	1ff864bb24594f81f1833a853c77ad54	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.exon_quantification.gem_grape_crg.20130819.gff
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.4M	f23218e96b3323e9ebfbad6dbd116ec4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.gene_quantification.gem_grape_crg.20130819.gff
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	145K	56e6a0593032523ba667fd078824a271	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.gene_quantification.gem_grape_crg.20130819.reactome.txt
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Introns)	GFF	CRG	23M	26f2d37413edba0a3ddb0f17cc39d5a5	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.intron_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Splice junction quantification	GFF	CRG	18M	43da91102fc0b992b9f7f68610108252	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.junction_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription signal	bigWig	CRG	467M	7e46b019cef90d8db5cdee8a2c8639b7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.signal.gem_grape_crg.20130819.bw
Bone marrow	Acute promyelocytic leukemia - ATRA	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Transcripts)	GFF	CRG	36M	40f7ac9ca4e23bc8ff27cb0583e3e793	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_ATRA/RNA-Seq/MPIMG/S0050A11.transcript_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	Bisulfite-Seq	Methylation signal	bigWig	CNAG	105M	2ad127326ec32dea5a16ae6efcdba6e6	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/Bisulfite-Seq/CNAG/S004XMA1.CPG_methylation_calls.bs_call.20140106.bw
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	Bisulfite-Seq	Std. Dev of methylation signal	bigWig	CNAG	129M	9d600d2f8f04245f5f3ced1539e9b993	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/Bisulfite-Seq/CNAG/S004XMA1.CPG_methylation_sd.bs_call.20140106.bw
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	Bisulfite-Seq	Hyper-methylated regions	bigBed	CNAG	7.2M	1575bf7968bb36691a8eac2408b74f14	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/Bisulfite-Seq/CNAG/S004XMA1.hyper_meth.bs_call.20140106.bb
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	Bisulfite-Seq	Hyper-methylated regions	BED	CNAG	24M	86c83cbe8ba24506739b7bb6b20074fb	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/Bisulfite-Seq/CNAG/S004XMA1.hyper_meth.bs_call.20140106.bed.gz
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	Bisulfite-Seq	Hypo-methylated regions	bigBed	CNAG	1.1M	cbf6e0c35d10fdf0df995c8df41b292c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/Bisulfite-Seq/CNAG/S004XMA1.hypo_meth.bs_call.20140106.bb
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	Bisulfite-Seq	Hypo-methylated regions	BED	CNAG	4.9M	927a80475063abeb644686f47ff214b5	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/Bisulfite-Seq/CNAG/S004XMA1.hypo_meth.bs_call.20140106.bed.gz
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Contigs	BED	CRG	617M	8fb6ccbcdce42ef85544dcdc9a4b2824	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.contigs.gem_grape_crg.20130819.bed
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Exons)	GFF	CRG	94M	7972d75d9376a5c6ae0a8b98553ee3ea	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.exon_quantification.gem_grape_crg.20130819.gff
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.4M	db551c8c1e76f9f794aedbf8afd2a6f8	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.gene_quantification.gem_grape_crg.20130819.gff
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	146K	67fbf3fa36364b0ad15b4d0b13390ec9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.gene_quantification.gem_grape_crg.20130819.reactome.txt
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Introns)	GFF	CRG	23M	d78cd373645c6d8ceca727c1b0115b4e	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.intron_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Splice junction quantification	GFF	CRG	18M	a771cec18e2861e31ef7d5a885cd248c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.junction_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription signal	bigWig	CRG	407M	4b758a12eaeed800d543ba3a1f1d3ec2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.signal.gem_grape_crg.20130819.bw
Bone marrow	Acute promyelocytic leukemia - CTR	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Transcripts)	GFF	CRG	36M	91cb8c0d95ee70209e4eede6d88c23be	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_CTR/RNA-Seq/MPIMG/S004XM11.transcript_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Contigs	BED	CRG	756M	782b5929865fb5ce7681cbef8c1f9731	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.contigs.gem_grape_crg.20130819.bed
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Exons)	GFF	CRG	94M	02ac55de9218c5b01c0f0f448dfb01e0	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.exon_quantification.gem_grape_crg.20130819.gff
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Genes)	GFF	CRG	9.4M	685feaaa270cc2f983ea18c75dd784ed	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.gene_quantification.gem_grape_crg.20130819.gff
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Genes)/Reactome filtered	Text	CRG/EMBL-EBI	147K	7ef7212e383027bca7face9ff81c7312	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.gene_quantification.gem_grape_crg.20130819.reactome.txt
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Introns)	GFF	CRG	23M	0cd07735fa71e83b2cd082e6e750dc99	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.intron_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Splice junction quantification	GFF	CRG	19M	e6194b3d58d933255e6d2b295ac73827	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.junction_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription signal	bigWig	CRG	465M	204308cc4eaa72c72c0b5bfa2b500be2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.signal.gem_grape_crg.20130819.bw
Bone marrow	Acute promyelocytic leukemia - MC2392	pz 284	Female	Myeloid cell	Bone marrow		Acute promyelocytic leukemia	pz 284	RNA-Seq	Transcription quantification (Transcripts)	GFF	CRG	36M	f0a01c6395488d95d16b97f8a776ba84	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_284/Acute_promyelocytic_leukemia_-_MC2392/RNA-Seq/MPIMG/S0051811.transcript_quantification.gem_grape_crg.20130819.gtf
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27me3	Enriched regions	bigBed	EMBL-EBI	1.7M	c76b97175fb0195eeea0dcf771d29fd1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K27me3.ppqt_macs2_broad_v2.20130819.bb
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27me3	Enriched regions	BED	EMBL-EBI	2.8M	925f613f539766edf0eac176ca56988c	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K27me3.ppqt_macs2_broad_v2.20130819.bed.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27me3	Enriched regions	Text	EMBL-EBI	3.2M	cdd016e2f84058dc1cb75a8fca5619a2	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K27me3.ppqt_macs2_broad_v2.20130819.xls.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27me3	Normalized signal	bigWig	EMBL-EBI	1.1G	5d959557aa2d1c545227841b2baabc87	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K27me3.wiggler.20130819.bw
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.4M	95cb6d563cde83bd5548e89d502983a4	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Enriched regions	BED	EMBL-EBI	2.0M	57d0f82f06ec4367a85279e9132f0b4d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Enriched regions	Text	EMBL-EBI	2.3M	cd08a9569ebca37bf681b09a8d1114cd	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1.1G	6157bcf226e9d29cfc0a8e73a00b9f90	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K36me3.wiggler.20140106.bw
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me1	Enriched regions	bigBed	EMBL-EBI	1.5M	ed615c0a82f5350e664eb9a536c488ef	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me1.ppqt_macs2_broad_v2.20140106.bb
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me1	Enriched regions	BED	EMBL-EBI	2.2M	49052120a2af810a956c14b455170594	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me1.ppqt_macs2_broad_v2.20140106.bed.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me1	Enriched regions	Text	EMBL-EBI	2.5M	e0ddce55594a26d8268e3b8d8bbc012b	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me1.ppqt_macs2_broad_v2.20140106.xls.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me1	Normalized signal	bigWig	EMBL-EBI	1.2G	6d4508960ab8f12fd79c7cd663262283	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me1.wiggler.20140106.bw
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Enriched regions	bigBed	EMBL-EBI	1.1M	e8a35a860a85163e1d48088f0d8832f7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me3.ppqt_macs2_v2.20130819.bb
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Enriched regions	BED	EMBL-EBI	1.2M	8c0f7cea4776783ab16fb6566767c477	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me3.ppqt_macs2_v2.20130819.bed.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Enriched regions	Text	EMBL-EBI	1.3M	a468819ba3757b77048d0bf28e2e4d71	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me3.ppqt_macs2_v2.20130819.xls.gz
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1.1G	366892b51c8f327b2bcc649cfc895698	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.H3K4me3.wiggler.20130819.bw
Bone marrow	Acute myeloid leukemia - CTR	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	ChIP Input	Normalized signal	bigWig	EMBL-EBI	1.1G	fa3a94e001378ff5e5d59dff311b2a34	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_CTR/ChIP-Seq/NCMLS/S005GFH1.Input.wiggler.20130819.bw
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Enriched regions	bigBed	EMBL-EBI	1.5M	645cf083ef5b3b46e68d07c8be3cb42a	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K36me3.ppqt_macs2_broad_v2.20140106.bb
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Enriched regions	BED	EMBL-EBI	2.1M	9d52a1a3ad2fdbff6dc325f690266385	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K36me3.ppqt_macs2_broad_v2.20140106.bed.gz
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Enriched regions	Text	EMBL-EBI	2.4M	8b060efd170978d5f4913590f9707db1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K36me3.ppqt_macs2_broad_v2.20140106.xls.gz
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K36me3	Normalized signal	bigWig	EMBL-EBI	1.1G	dd5d998ba7b9f69ab060431e877af4b9	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K36me3.wiggler.20140106.bw
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Enriched regions	bigBed	EMBL-EBI	922K	a67629b94fe7960e0bc724d0b236163d	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K4me3.ppqt_macs2_v2.20130819.bb
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Enriched regions	BED	EMBL-EBI	916K	39e942361c328cad679e67bae3f3feac	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K4me3.ppqt_macs2_v2.20130819.bed.gz
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Enriched regions	Text	EMBL-EBI	1.1M	ee6437cac0e06bc45ee6c72d7697a5f7	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K4me3.ppqt_macs2_v2.20130819.xls.gz
Bone marrow	Acute myeloid leukemia - MC2884	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K4me3	Normalized signal	bigWig	EMBL-EBI	1011M	087b8eff3696b52f8da970d32ef79392	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_MC2884/ChIP-Seq/NCMLS/S005J9H1.H3K4me3.wiggler.20130819.bw
Bone marrow	Acute myeloid leukemia - SAHA	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27ac	Enriched regions	bigBed	EMBL-EBI	2.6M	f7edb6caf483d3f464e6db9883fa61ac	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_SAHA/ChIP-Seq/NCMLS/S005HDH1.H3K27ac.ppqt_macs2_v2.20130819.bb
Bone marrow	Acute myeloid leukemia - SAHA	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27ac	Enriched regions	BED	EMBL-EBI	2.7M	8f2194cabcf3a54fd8aa4a366c0d98c1	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_SAHA/ChIP-Seq/NCMLS/S005HDH1.H3K27ac.ppqt_macs2_v2.20130819.bed.gz
Bone marrow	Acute myeloid leukemia - SAHA	pz 286	Female	Myeloid cell	Bone marrow		Acute myeloid leukemia	pz 286	H3K27ac	Enriched regions	Text	EMBL-EBI	3.1M	8d5c36bf63d4af94822b03b7eec860ee	http://ftp.ebi.ac.uk/pub/databases/blueprint/data/homo_sapiens/Bone_marrow/pz_286/Acute_myeloid_leukemia_-_SAHA/ChIP-Seq/NCMLS/S005HDH1.H3K27ac.ppqt_macs2_v2.20130819.xls.gz
